filename,skill_name,category,conductive_relevant,complexity,notes
fund_accounting/rebalance_trigger.py,rebalance_trigger,fund-accounting,yes,medium,Checks portfolio split vs. target bands and surfaces recommended skims or reviews. (Premium — subscribe at https://snowd
fund_accounting/roi_annotator.py,roi_annotator,fund-accounting,yes,medium,Enriches ledger transactions with qualitative ROI commentary. (Premium — subscribe at https://snowdrop.ai)
fund_accounting/rwa_oracle_distribution_waterfall_recon.py,rwa_oracle_distribution_waterfall_recon,fund-accounting,yes,high,Checks that oracle-distributed cashflows match waterfall calculations per tranche. (Premium — subscribe at https://snowd
fund_accounting/subscription_doc_parser.py,subscription_doc_parser,fund-accounting,yes,medium,Parses LP subscription agreement text extracted from PDF to identify the limited partner name; committed capital amount;
fund_accounting/transaction_ingest_bridge.py,transaction_ingest_bridge,fund-accounting,yes,medium,Fetches or accepts Mercury/Kraken transaction payloads and normalizes them for Ghost Ledger ingestion. (Premium — subscr
fund_accounting/trial_balance_snapshotter.py,trial_balance_snapshotter,fund-accounting,yes,medium,Converts ledger entries into a base-currency trial balance and highlights NAV deltas. (Premium — subscribe at https://sn
fund_accounting/verify_hurdle_rate.py,verify_hurdle_rate,fund-accounting,yes,medium,Validates whether LP preferred return hurdle has been met and computes a simple IRR approximation. (Premium — subscribe
fund_accounting/vintage_year_analyzer.py,vintage_year_analyzer,fund-accounting,yes,medium,Compares funds across vintages and computes quartiles/PME proxies. (Premium — subscribe at https://snowdrop.ai)
fund_accounting/vintage_year_benchmarking.py,vintage_year_benchmarking,fund-accounting,yes,medium,Benchmarks a private equity fund's performance against vintage-year peer data. Calculates the Public Market Equivalent (
fund_accounting/weekly_pnl_report.py,weekly_pnl_report,fund-accounting,yes,medium,Aggregates revenue and expense items into a weekly P&L rollup. (Premium — subscribe at https://snowdrop.ai)
fund_admin/capital_account_reconciler.py,capital_account_reconciler,fund-accounting,yes,medium,Rolls forward an LP capital account from beginning balance with all activity: contributions; distributions; realized gai
fund_admin/capital_call_calculator.py,capital_call_calculator,fund-accounting,yes,low,Calculates LP capital call wire amounts based on commitment percentages. Supports per-call fund expenses and validates t
fund_admin/carried_interest_calculator.py,carried_interest_calculator,fund-accounting,yes,medium,Computes GP carried interest after returning LP capital and preferred return. Supports optional full GP catch-up tranche
fund_admin/clawback_calculator.py,clawback_calculator,fund-accounting,yes,low,Determines GP clawback due when interim carried interest distributions exceed final entitlement. Optionally applies inte
fund_admin/distribution_waterfall_calculator.py,distribution_waterfall_calculator,fund-accounting,yes,medium,Runs a full 4-tier distribution waterfall: (1) return of capital; (2) preferred return; (3) GP catch-up; (4) residual pr
fund_admin/dpi_calculator.py,dpi_calculator,fund-accounting,yes,low,Calculates DPI (Distributions to Paid-In) = cumulative_distributions / paid_in_capital. DPI is the realized component of
fund_admin/drawdown_analyzer.py,drawdown_analyzer,fund-accounting,yes,medium,Computes drawdown metrics from an equity curve or NAV series. (Premium — subscribe at https://snowdrop.ai)
fund_admin/fee_drag_calculator.py,fee_drag_calculator,fund-accounting,yes,medium,Estimates net IRR after management fees; performance carry; and other charges. Carry drag is only applied to returns abo
fund_admin/fund_benchmark_comparison.py,fund_benchmark_comparison,fund-accounting,yes,medium,Compares a fund's KPIs to benchmark values and flags underperformance. Returns per-metric deltas; beat/miss flags; and o
fund_admin/fund_expense_allocator.py,fund_expense_allocator,fund-accounting,yes,medium,Allocates fund-level expenses to LP capital accounts on a pro-rata basis using each LP's relative balance weight. (Premi
fund_admin/fund_leverage_analyzer.py,fund_leverage_analyzer,fund-accounting,yes,low,Calculates fund-level leverage ratios including subscription line leverage; asset-level debt; look-through leverage; and
fund_admin/gp_co_invest_calculator.py,gp_co_invest_calculator,fund-accounting,yes,low,Calculates GP and LP capital allocations plus promote economics for co-investment deals. Returns GP commitment; LP commi
fund_admin/investor_statement_generator.py,investor_statement_generator,fund-accounting,yes,medium,Builds LP investor statement data including NAV; DPI; TVPI; RVPI; unfunded commitment; and IRR. Validates that called ca
fund_admin/irr_calculator.py,irr_calculator,fund-accounting,yes,low,Computes IRR via Newton-Raphson iteration for periodic cash flows. Requires at least one sign change in the cash flow se
fund_admin/j_curve_analyzer.py,j_curve_analyzer,fund-accounting,yes,medium,Builds cumulative net cash flow timeline highlighting J-curve characteristics: trough depth; trough year; recovery year
fund_admin/lp_commitment_tracker.py,lp_commitment_tracker,fund-accounting,yes,low,Tracks commitment; called capital; and remaining unfunded balance for each LP. Reports fund-level call percentage and id
fund_admin/management_fee_calculator.py,management_fee_calculator,fund-accounting,yes,low,Computes management fees with investment period step-down: before step_down_year; fees are based on committed capital; a
fund_admin/moic_calculator.py,moic_calculator,fund-accounting,yes,medium,Computes MOIC (Multiple on Invested Capital) as total value (realized + unrealized) divided by invested capital. Also re
fund_admin/pme_calculator.py,pme_calculator,fund-accounting,yes,low,Calculates Kaplan-Schoar PME (Public Market Equivalent) by discounting fund contributions and distributions using the co
fund_admin/preferred_return_calculator.py,preferred_return_calculator,fund-accounting,yes,low,Calculates accrued preferred return on LP capital with configurable compounding frequency. Supports annual; quarterly; m
fund_admin/recallable_distribution_tracker.py,recallable_distribution_tracker,fund-accounting,yes,low,Summarizes recallable vs permanent distributions per LP. Recallable distributions can be called back by the GP for follo
fund_admin/rvpi_calculator.py,rvpi_calculator,fund-accounting,yes,low,Calculates RVPI (Residual Value to Paid-In) = residual_value / paid_in_capital. RVPI is the unrealized component of fund
fund_admin/subscription_facility_analyzer.py,subscription_facility_analyzer,fund-accounting,yes,medium,Evaluates subscription credit facility utilization; annualized interest cost; unused fee drag; and NAV impact. Subscript
fund_admin/tvpi_calculator.py,tvpi_calculator,fund-accounting,yes,low,Calculates TVPI (Total Value to Paid-In) = (DPI + RVPI). TVPI = (cumulative_distributions + residual_value) / paid_in_ca
fund_admin/vintage_year_analyzer.py,vintage_year_analyzer,fund-accounting,yes,high,Benchmarks fund IRR/MOIC/DPI against vintage-year peer quartile data. Returns quartile placement (top/2nd/3rd/bottom) fo
fund_admin/waterfall_sensitivity_analyzer.py,waterfall_sensitivity_analyzer,fund-accounting,yes,high,Evaluates GP carry payouts across a grid of hurdle rates and carry percentages using a full 4-tier waterfall (ROC; pref;
fund_tax/anti_treaty_shopping_lob.py,anti_treaty_shopping_lob,tax,yes,medium,Evaluates LOB tests (ownership/base erosion; publicly traded; active trade or business; derivative benefits). (Premium —
fund_tax/carried_interest_tax_analyzer.py,carried_interest_tax_analyzer,tax,yes,medium,Calculates tax liability for carried interest under three-year rule. (Premium — subscribe at https://snowdrop.ai)
fund_tax/carried_interest_tax_calculator.py,carried_interest_tax_calculator,tax,yes,low,Recharacterizes carried interest under IRC §1061's three-year holding period rule. (Premium — subscribe at https://snowd
fund_tax/crs_reporting_classifier.py,crs_reporting_classifier,tax,yes,medium,Flags CRS reportable accounts per OECD CRS Section VIII definitions. (Premium — subscribe at https://snowdrop.ai)
fund_tax/crypto_tax_fund_accounting.py,crypto_tax_fund_accounting,tax,yes,medium,Applies FIFO cost basis to crypto trades per IRS Notice 2014-21 and captures staking income. (Premium — subscribe at htt
fund_tax/economic_substance_checker.py,economic_substance_checker,tax,yes,low,Checks economic substance requirements for common zero/low-tax fund domiciles. (Premium — subscribe at https://snowdrop.
fund_tax/esg_tax_incentive_calculator.py,esg_tax_incentive_calculator,tax,yes,medium,Models ESG incentives including IRC §§45/48 credits; Canada's Clean Technology ITC; and the Dutch EIA regime. (Premium —
fund_tax/exit_tax_calculator.py,exit_tax_calculator,tax,yes,low,Computes exit tax exposures for investors emigrating from the US; Germany; or Canada. (Premium — subscribe at https://sn
fund_tax/fatca_withholding_calculator.py,fatca_withholding_calculator,tax,yes,low,Applies Chapter 4 withholding based on FATCA status and documentation validity. (Premium — subscribe at https://snowdrop
fund_tax/foreign_tax_credit_calculator.py,foreign_tax_credit_calculator,tax,yes,low,Applies the FTC limitation formula for passive and general baskets. (Premium — subscribe at https://snowdrop.ai)
fund_tax/form_1065_k1_allocator.py,form_1065_k1_allocator,tax,yes,medium,Splits partnership income items by partner percentages consistent with IRC §704(b). (Premium — subscribe at https://snow
fund_tax/fund_restructuring_tax.py,fund_restructuring_tax,tax,yes,high,Evaluates IRC §§351; 368; 367 and EU Merger Directive treatment for fund Merger/Domestication transactions. (Premium — s
fund_tax/intl_ae_fund_tax.py,intl_ae_fund_tax,tax,yes,medium,Outlines UAE's zero-withholding environment and new 9% corporate tax for mainland profits. (Premium — subscribe at https
fund_tax/intl_au_fund_tax.py,intl_au_fund_tax,tax,yes,medium,Computes Australian dividend/interest/royalty withholding; MIT incentives; and 30% corporate tax for onshore management
fund_tax/intl_br_fund_tax.py,intl_br_fund_tax,tax,yes,high,Models Brazil's statutory withholding regime and 34% IRPJ/CSLL burden on Brazilian blockers. (Premium — subscribe at htt
fund_tax/intl_ca_fund_tax.py,intl_ca_fund_tax,tax,yes,medium,Calculates Canadian withholding vs treaty relief and applies the 26.5% combined federal/provincial corporate rate when a
fund_tax/intl_ch_fund_tax.py,intl_ch_fund_tax,tax,yes,medium,Computes Swiss withholding and refund potential plus cantonal/federal corporate tax on Swiss permanent establishments. (
fund_tax/intl_cl_fund_tax.py,intl_cl_fund_tax,tax,yes,low,Handles Chilean additional tax; treaty reductions; and 27% first-category tax for local operations. (Premium — subscribe
fund_tax/intl_co_fund_tax.py,intl_co_fund_tax,tax,yes,high,Models Colombian withholding without treaty protection and applies the 35% corporate rate (20% for FTZ) to local PE inco
fund_tax/intl_de_fund_tax.py,intl_de_fund_tax,tax,yes,high,Models German Kapitalertragsteuer; solidarity surcharge; and the treaty relief schedule while applying a 29.8% combined
fund_tax/intl_es_fund_tax.py,intl_es_fund_tax,tax,yes,medium,Analyzes Spanish savings tax withholding and corporate tax for Spanish managers. (Premium — subscribe at https://snowdro
fund_tax/intl_fr_fund_tax.py,intl_fr_fund_tax,tax,yes,low,Determines French withholding outcomes and 25% corporation tax impact when a French permanent establishment exists. (Pre
fund_tax/intl_gb_fund_tax.py,intl_gb_fund_tax,tax,yes,medium,Assesses UK withholding under ITA 2007 and the US-UK treaty while modeling 25% corporation tax on UK permanent establish
fund_tax/intl_hk_fund_tax.py,intl_hk_fund_tax,tax,yes,high,Provides Hong Kong profits tax modeling and notes absence of treaty relief for US investors. (Premium — subscribe at htt
fund_tax/intl_id_fund_tax.py,intl_id_fund_tax,tax,yes,low,Captures Indonesian withholding (including the 0.1% share transfer tax) and the 22% corporate income tax on local operat
fund_tax/intl_ie_fund_tax.py,intl_ie_fund_tax,tax,yes,medium,Evaluates Irish withholding and 12.5% trading tax for Irish fund platforms. (Premium — subscribe at https://snowdrop.ai)
fund_tax/intl_il_fund_tax.py,intl_il_fund_tax,tax,yes,medium,Calculates Israeli withholding versus treaty caps and applies 23% corporate tax for Israeli permanent establishments. (P
fund_tax/intl_in_fund_tax.py,intl_in_fund_tax,tax,yes,medium,Handles Indian Section 195 withholding; FPI capital gains; and local corporate tax when India permanent establishments e
fund_tax/intl_it_fund_tax.py,intl_it_fund_tax,tax,yes,medium,Handles Italian substitute withholding; treaty relief; and IRAP/IRES corporate taxation for Italian desks. (Premium — su
fund_tax/intl_jp_fund_tax.py,intl_jp_fund_tax,tax,yes,low,Calculates Japanese WHT (20.315% standard) vs US treaty reductions and applies the 30.5% corporation tax to Japanese per
fund_tax/intl_kr_fund_tax.py,intl_kr_fund_tax,tax,yes,medium,Evaluates Korean withholding vs treaty relief and the 24.2% corporate tax burden on Korean permanent establishments. (Pr
fund_tax/intl_lu_fund_tax.py,intl_lu_fund_tax,tax,yes,high,Models Luxembourg WHT (typically nil on interest/royalty) and local subscription tax exposure. (Premium — subscribe at h
fund_tax/intl_mx_fund_tax.py,intl_mx_fund_tax,tax,yes,medium,Handles Mexican withholding; capital gains rules; and the 30% corporate rate for Mexican managers. (Premium — subscribe
fund_tax/intl_nl_fund_tax.py,intl_nl_fund_tax,tax,yes,medium,Computes Dutch dividend WHT and conditional WHT while applying the 25.8% CIT for Dutch permanent establishments. (Premiu
fund_tax/intl_ph_fund_tax.py,intl_ph_fund_tax,tax,yes,medium,Captures Philippine withholding (including CREATE-era rates) and the domestic 25% corporate tax on Philippine permanent
fund_tax/intl_sa_fund_tax.py,intl_sa_fund_tax,tax,yes,low,Evaluates Saudi withholding and the 20% income tax plus 2.5% Zakat overlay for onshore operations. (Premium — subscribe
fund_tax/intl_se_fund_tax.py,intl_se_fund_tax,tax,yes,medium,Computes Swedish dividend withholding; treaty relief; and the 20.6% corporate tax on Swedish permanent establishments. (
fund_tax/intl_sg_fund_tax.py,intl_sg_fund_tax,tax,yes,high,Handles Singapore WHT on interest/royalties and Section 13X exemption modeling for local fund platforms. (Premium — subs
fund_tax/intl_th_fund_tax.py,intl_th_fund_tax,tax,yes,medium,Computes Thai withholding; treaty reductions; and 20% corporate tax for Bangkok management entities. (Premium — subscrib
fund_tax/intl_tr_fund_tax.py,intl_tr_fund_tax,tax,yes,medium,Computes Turkish withholding; treaty rates; and 25% CIT for entities with Turkish permanent establishments. (Premium — s
fund_tax/intl_vn_fund_tax.py,intl_vn_fund_tax,tax,yes,medium,Provides Vietnam foreign contractor tax computations and 20% corporate tax for onshore subsidiaries. (Premium — subscrib
fund_tax/intl_za_fund_tax.py,intl_za_fund_tax,tax,yes,low,Assesses South African dividend/interest withholding; CGT inclusion; and 27% corporate tax for local operations. (Premiu
fund_tax/management_fee_vat_calculator.py,management_fee_vat_calculator,tax,yes,low,Determines VAT/GST on management fees and whether exemptions/zero-rating apply. (Premium — subscribe at https://snowdrop
fund_tax/multi_jurisdiction_net_return.py,multi_jurisdiction_net_return,tax,yes,high,Combines treaty withholding; local fund tax; and investor-level tax drag across income types. (Premium — subscribe at ht
fund_tax/pfic_qef_calculator.py,pfic_qef_calculator,tax,yes,low,Calculates PFIC inclusions and §1291 interest adjustments for offshore funds. (Premium — subscribe at https://snowdrop.a
fund_tax/state_nexus_analyzer.py,state_nexus_analyzer,tax,yes,high,Assesses economic and physical nexus triggers for hedge funds under Wayfair and marketplace sourcing rules. (Premium — s
fund_tax/transfer_pricing_fund_analyzer.py,transfer_pricing_fund_analyzer,tax,yes,high,Evaluates arm's-length ranges for fund management fees under IRC §482 and OECD TP Guidelines (2022). (Premium — subscrib
fund_tax/treaty_rate_lookup.py,treaty_rate_lookup,tax,yes,low,Returns statutory vs treaty withholding rates and article citations for major US treaties. (Premium — subscribe at https
fund_tax/ubti_blocker_analyzer.py,ubti_blocker_analyzer,tax,yes,medium,Computes unrelated business taxable income under IRC §§512-514 and recommends blocker structures. (Premium — subscribe a
fund_tax/us_state_ak_fund_tax.py,us_state_ak_fund_tax,tax,yes,medium,Highlights Alaska's zero income tax treatment while adding borough mill rate exposure for real assets. (Premium — subscr
fund_tax/us_state_al_fund_tax.py,us_state_al_fund_tax,tax,yes,medium,Computes Alabama pass-through entity tax; nonresident withholding; and composite filing triggers pursuant to Ala. Code §
fund_tax/us_state_ar_fund_tax.py,us_state_ar_fund_tax,tax,yes,medium,Applies Arkansas top individual rate; SALT workaround election; and nonresident withholding needed under Ark. Code §26-5
fund_tax/us_state_az_fund_tax.py,us_state_az_fund_tax,tax,yes,medium,Calculates Arizona pass-through entity tax; Form 165 withholding; and composite filing tests under Ariz. Rev. Stat. §§43
fund_tax/us_state_ca_fund_tax.py,us_state_ca_fund_tax,tax,yes,high,Models California PIT; LLC fee; nonresident withholding; and AB 150 pass-through entity tax under Cal. Rev. & Tax. Code
fund_tax/us_state_co_fund_tax.py,us_state_co_fund_tax,tax,yes,medium,Computes Colorado income tax; elective entity-level tax; and nonresident withholding obligations referencing Colo. Rev.
fund_tax/us_state_ct_fund_tax.py,us_state_ct_fund_tax,tax,yes,medium,Evaluates Connecticut PE Tax; nonresident withholding; and exemption status pursuant to Conn. Gen. Stat. §§12-699 and 12
fund_tax/us_state_de_fund_tax.py,us_state_de_fund_tax,tax,yes,medium,Tracks Delaware intangible exemption status and annual LP/LLC franchise tax even though no entity-level income tax appli
fund_tax/us_state_fl_fund_tax.py,us_state_fl_fund_tax,tax,yes,high,Determines Florida corporate income/franchise tax exposure for hedge fund management entities while noting pass-through
fund_tax/us_state_ga_fund_tax.py,us_state_ga_fund_tax,tax,yes,medium,Calculates Georgia income tax; SALT workaround election; and nonresident withholding pursuant to O.C.G.A. §§48-7-20 and
fund_tax/us_state_hi_fund_tax.py,us_state_hi_fund_tax,tax,yes,medium,Calculates Hawaii individual tax; nonresident withholding; and GET cash drag on management fees. (Premium — subscribe at
fund_tax/us_state_ia_fund_tax.py,us_state_ia_fund_tax,tax,yes,medium,Implements Iowa flat tax transition; SALT election; and nonresident withholding thresholds. (Premium — subscribe at http
fund_tax/us_state_id_fund_tax.py,us_state_id_fund_tax,tax,yes,medium,Applies Idaho flat income tax; SALT parity election; and Form 41P withholding mechanics. (Premium — subscribe at https:/
fund_tax/us_state_il_fund_tax.py,us_state_il_fund_tax,tax,yes,high,Models Illinois individual income rate; replacement tax; and the entity-level election mandated by Public Act 102-0658.
fund_tax/us_state_in_fund_tax.py,us_state_in_fund_tax,tax,yes,medium,Handles Indiana composite withholding and SALT workaround calculations under Ind. Code §§6-3-2-1 and 6-3-4-12. (Premium
fund_tax/us_state_ks_fund_tax.py,us_state_ks_fund_tax,tax,yes,high,Models Kansas top bracket; corporate override; and BAHT SALT parity withholding mechanics. (Premium — subscribe at https
fund_tax/us_state_ky_fund_tax.py,us_state_ky_fund_tax,tax,yes,medium,Aggregates Kentucky income tax; LLET; and composite filing logic under KRS 141.020 and 141.0401. (Premium — subscribe at
fund_tax/us_state_la_fund_tax.py,us_state_la_fund_tax,tax,yes,medium,Computes Louisiana top marginal tax; elective PTE tax; and nonresident withholding for composite return compliance. (Pre
fund_tax/us_state_ma_fund_tax.py,us_state_ma_fund_tax,tax,yes,medium,Calculates Massachusetts flat tax; millionaires surtax; and SALT workaround election under Mass. Gen. Laws ch. 62 and ch
fund_tax/us_state_md_fund_tax.py,us_state_md_fund_tax,tax,yes,medium,Evaluates Maryland state income tax; nonresident withholding; and elective entity-level tax referencing Md. Code; Tax-Ge
fund_tax/us_state_me_fund_tax.py,us_state_me_fund_tax,tax,yes,medium,Calculates Maine income tax; surtax; and elective entity-level tax savings for investment funds. (Premium — subscribe at
fund_tax/us_state_mi_fund_tax.py,us_state_mi_fund_tax,tax,yes,medium,Runs Michigan flow-through tax computations including nonresident withholding consistency with Mich. Comp. Laws §§206.51
fund_tax/us_state_mn_fund_tax.py,us_state_mn_fund_tax,tax,yes,medium,Applies Minnesota top bracket approximations; composite withholding; and elective PTE tax logic under Minn. Stat. §§290.
fund_tax/us_state_mo_fund_tax.py,us_state_mo_fund_tax,tax,yes,medium,Estimates Missouri tax; elective entity-level tax; and Form MO-2NR withholding per Mo. Rev. Stat. §§143.011 and 143.441.
fund_tax/us_state_ms_fund_tax.py,us_state_ms_fund_tax,tax,yes,medium,Handles Mississippi flat income tax; SALT election; and franchise tax exposure. (Premium — subscribe at https://snowdrop
fund_tax/us_state_mt_fund_tax.py,us_state_mt_fund_tax,tax,yes,medium,Computes Montana income tax; nonresident withholding; and the annual license fee for entities. (Premium — subscribe at h
fund_tax/us_state_nc_fund_tax.py,us_state_nc_fund_tax,tax,yes,medium,Handles North Carolina flat tax; SALT election; and nonresident withholding compliance. (Premium — subscribe at https://
fund_tax/us_state_nd_fund_tax.py,us_state_nd_fund_tax,tax,yes,medium,Applies North Dakota's lowest-in-US 1.95% rate and required composite filings. (Premium — subscribe at https://snowdrop.
fund_tax/us_state_ne_fund_tax.py,us_state_ne_fund_tax,tax,yes,high,Models Nebraska rate reductions; nonresident withholding; and SALT election dynamics. (Premium — subscribe at https://sn
fund_tax/us_state_nh_fund_tax.py,us_state_nh_fund_tax,tax,yes,high,Models New Hampshire BPT exposure and interest/dividend withholding for hedge funds. (Premium — subscribe at https://sno
fund_tax/us_state_nj_fund_tax.py,us_state_nj_fund_tax,tax,yes,medium,Computes New Jersey individual tax proxies; BAIT election effect; and nonresident withholding for LP interests. (Premium
fund_tax/us_state_nm_fund_tax.py,us_state_nm_fund_tax,tax,yes,medium,Computes New Mexico income tax; SALT election; and Gross Receipts Tax on management fees. (Premium — subscribe at https:
fund_tax/us_state_nv_fund_tax.py,us_state_nv_fund_tax,tax,yes,medium,Calculates Nevada Commerce Tax exposure for investment funds meeting the $4M receipts trigger. (Premium — subscribe at h
fund_tax/us_state_ny_fund_tax.py,us_state_ny_fund_tax,tax,yes,medium,Calculates New York State PTE tax; NYC UBT surrogate; and nonresident withholding under Tax Law §§601; 658 and Article 2
fund_tax/us_state_oh_fund_tax.py,us_state_oh_fund_tax,tax,yes,medium,Computes Ohio CAT exposure plus composite withholding for nonresident investors. (Premium — subscribe at https://snowdro
fund_tax/us_state_ok_fund_tax.py,us_state_ok_fund_tax,tax,yes,medium,Calculates Oklahoma top marginal tax; elective entity-level tax; and Form 512-S withholding obligations. (Premium — subs
fund_tax/us_state_or_fund_tax.py,us_state_or_fund_tax,tax,yes,medium,Addresses Oregon income tax; SALT election; and CAT overlay under Or. Rev. Stat. §§316.037 and 317A.100. (Premium — subs
fund_tax/us_state_pa_fund_tax.py,us_state_pa_fund_tax,tax,yes,medium,Calculates Pennsylvania nonresident withholding and flat tax exposure per 72 P.S. §§7302 and 7335. (Premium — subscribe
fund_tax/us_state_ri_fund_tax.py,us_state_ri_fund_tax,tax,yes,medium,Handles Rhode Island pass-through tax; corporate override; and composite withholding. (Premium — subscribe at https://sn
fund_tax/us_state_sc_fund_tax.py,us_state_sc_fund_tax,tax,yes,medium,Handles South Carolina nonresident withholding and elective entity-level tax calculations under S.C. Code §§12-6-510 and
fund_tax/us_state_sd_fund_tax.py,us_state_sd_fund_tax,tax,yes,low,Confirms South Dakota's income-tax-free status and highlights trust situs considerations. (Premium — subscribe at https:
fund_tax/us_state_tn_fund_tax.py,us_state_tn_fund_tax,tax,yes,medium,Calculates Tennessee excise/franchise equivalent for investment management entities. (Premium — subscribe at https://sno
fund_tax/us_state_tx_fund_tax.py,us_state_tx_fund_tax,tax,yes,high,Computes Texas margin tax exposure for hedge fund operators. (Premium — subscribe at https://snowdrop.ai)
fund_tax/us_state_ut_fund_tax.py,us_state_ut_fund_tax,tax,yes,medium,Evaluates Utah rate; PTE election; and Form TC-65 composite obligations. (Premium — subscribe at https://snowdrop.ai)
fund_tax/us_state_va_fund_tax.py,us_state_va_fund_tax,tax,yes,medium,Handles Virginia composite payments and SALT workaround calculations. (Premium — subscribe at https://snowdrop.ai)
fund_tax/us_state_vt_fund_tax.py,us_state_vt_fund_tax,tax,yes,medium,Calculates Vermont income tax; SALT election effect; and estate exposure on fund interests. (Premium — subscribe at http
fund_tax/us_state_wa_fund_tax.py,us_state_wa_fund_tax,tax,yes,high,Computes Washington capital gains excise exposure for hedge fund allocations and approximates B&O impact. (Premium — sub
fund_tax/us_state_wi_fund_tax.py,us_state_wi_fund_tax,tax,yes,medium,Calculates Wisconsin withholding and elective entity-level tax adjustments. (Premium — subscribe at https://snowdrop.ai)
fund_tax/us_state_wv_fund_tax.py,us_state_wv_fund_tax,tax,yes,medium,Computes West Virginia income tax; severance overlays; and elective entity-level tax. (Premium — subscribe at https://sn
fund_tax/us_state_wy_fund_tax.py,us_state_wy_fund_tax,tax,yes,medium,Tracks Wyoming annual license tax exposure for holding entities. (Premium — subscribe at https://snowdrop.ai)
fund_tax/wash_sale_cross_account.py,wash_sale_cross_account,tax,yes,medium,Determines wash-sale disallowances when substantially identical securities are repurchased within ±30 days across relate
fund_tax/withholding_tax_reclaim_tracker.py,withholding_tax_reclaim_tracker,tax,yes,low,Summarizes reclaimable withholding tax amounts and filing deadlines per country. (Premium — subscribe at https://snowdro
fx/cross_rate_calculator.py,cross_rate_calculator,finance,maybe,low,Calculate a cross exchange rate from two USD-based rates. cross_rate = base_usd_rate / quote_usd_rate.
fx/crypto_fiat_converter.py,crypto_fiat_converter,finance,no,low,Uses USD hub conversions (pending Thunder approval for transfers).
fx/currency_conversion_calculator.py,currency_conversion_calculator,finance,maybe,low,Convert an amount between two currencies given their USD exchange rates. converted = amount * to_rate / from_rate.
fx/forward_rate_calculator.py,forward_rate_calculator,finance,maybe,low,Calculate forward exchange rate using covered interest rate parity: forward = spot * (1 + domestic_rate * days/360) / (1
fx/fx_profit_loss_calculator.py,fx_profit_loss_calculator,finance,maybe,low,Calculate profit/loss for a forex trade given entry price; exit price; lot size; and direction (long/short). Computes P&
fx/fx_rate_fetcher.py,fx_rate_fetcher,finance,maybe,medium,Retrieves spot FX quotes and inverse rates via ExchangeRate-API.
fx/lot_size_calculator.py,lot_size_calculator,finance,maybe,low,Convert a unit count into standard lots (100;000); mini lots (10;000); and micro lots (1;000).
fx/margin_requirement_calculator.py,margin_requirement_calculator,finance,maybe,low,Calculate the margin required to open a forex position given position size and leverage. margin = position_size / levera
fx/pip_value_calculator.py,pip_value_calculator,finance,maybe,low,Calculate the monetary value of a single pip for a given currency pair and lot size. Handles JPY pairs (pip = 0.01) and
fx/position_size_calculator.py,position_size_calculator,finance,maybe,low,Calculate optimal position size given account balance; risk percentage; stop-loss distance in pips; and pip value.
fx/risk_reward_ratio_calculator.py,risk_reward_ratio_calculator,finance,maybe,low,Calculate risk-reward ratio from entry price; stop-loss; and take-profit levels. Also computes breakeven win rate.
fx/swap_points_calculator.py,swap_points_calculator,finance,maybe,low,Calculate FX swap points (forward points) from spot rate and interest rate differential. Swap points = forward - spot; e
fx/usd_jpy_carry_trade_monitor.py,usd_jpy_carry_trade_monitor,finance,yes,medium,Analyzes USD/JPY carry trade profitability using US vs Japan yield differentials and synthetic FX volatility.
fx_trading/fx_forward_calculator.py,fx_forward_calculator,finance,maybe,medium,Calculates forward rates; points; and hedging costs for currency hedges.
fx_trading/fx_option_pricer.py,fx_option_pricer,finance,maybe,high,Calculates FX option premiums and Greeks via Garman-Kohlhagen model.
fx_trading/fx_risk_exposure_calculator.py,fx_risk_exposure_calculator,finance,maybe,low,Aggregates gross/net FX exposures and estimates VaR.
fx_trading/fx_swap_valuation.py,fx_swap_valuation,finance,maybe,medium,Values currency basis swaps using discounted cash flows.
gateway/request_queue_manager.py,request_queue_manager,infrastructure,no,medium,Manages enqueue/dequeue/peek/stats for agent request queues.
gateway/request_rate_limiter.py,request_rate_limiter,infrastructure,no,medium,Enforces per-agent token bucket rate limits and returns retry hints.
gateway/response_cache_manager.py,response_cache_manager,infrastructure,no,low,Provides get/set/invalidate operations for skill response cache entries.
gcp/gcp_cloud_scheduler.py,gcp_cloud_scheduler,infrastructure,no,medium,Create; list; or delete Google Cloud Scheduler cron jobs. Use this to schedule Snowdrop's autonomous recurring tasks: ho
gcp/gcp_firestore_read.py,gcp_firestore_read,infrastructure,no,medium,Read one or multiple documents from Google Cloud Firestore. Use this to retrieve Snowdrop's persistent memory — who she'
gcp/gcp_firestore_write.py,gcp_firestore_write,infrastructure,no,low,Write a document to Google Cloud Firestore. Snowdrop uses Firestore as her persistent memory and CRM — storing agent rel
ghost_ledger/ghost_ledger_enricher.py,ghost_ledger_enricher,fund-accounting,yes,medium,Annotates Ghost Ledger transactions with ROI heuristics and metadata.
ghost_ledger/ghost_ledger_reconciler.py,ghost_ledger_reconciler,fund-accounting,yes,medium,Compare ledger snapshots to live balances with zero-tolerance policy.
ghost_ledger/ghost_ledger_sheets_reader.py,ghost_ledger_sheets_reader,fund-accounting,yes,medium,Ghost Ledger tab name.
ghost_ledger/ghost_ledger_sheets_writer.py,ghost_ledger_sheets_writer,fund-accounting,yes,medium,Appends validated ledger rows to Ghost Ledger Google Sheets tabs.
github/ci_cd_monitor.py,ci_cd_monitor,infrastructure,no,medium,The repository owner/name (e.g.;
